key;title;keywords;abstract;booktitle;year;isbn;reviewers;review_text;pages;author;employer;country
conf/eurospi/AkarsuMGY18;Towards a Role Playing Game for Exploring the Roles in Scrum to Improve Collaboration Problems.;Blockchain|roles|roles|towards|Blockchain;Voluptatem etincidunt numquam consectetur. Adipisci dolorem quaerat sit adipisci adipisci ut. Labore dolorem dolor eius numquam porro est labore. Quisquam dolor numquam ipsum porro quisquam. Modi sit adipisci quaerat ut dolor adipisci sed.;EuroSPI;2018;0-11-678067-3;Masaki Yamakita|Aston Zhang|Javier Herrero;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;13;Özgün Onat Metin;Bifrost School of Business;IS
conf/icc/PengZ0L21;Time Window-based Online Task Assignment for Mobile Crowdsensing.;window-based online|Data Modeling|GANs|GANs|Graph Theory;Labore quisquam adipisci dolore etincidunt. Velit labore dolorem dolorem. Sit porro aliquam amet amet modi. Modi quaerat neque dolorem velit ipsum numquam. Non dolor eius numquam tempora dolore etincidunt est. Voluptatem amet amet sed aliquam modi ut. Eius porro est eius etincidunt.;ICC;2021;1-882589-41-6;Jean Schoentgen|Koudai Katsuura|Sudip Misra;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;11;Yan Yan 0009;California State Polytechnic University - Pomona;US
conf/iccvw/ShafieeBLCKSW17;Learning Efficient Deep Feature Representations via Transgenerational Genetic Transmission of Environmental Information During Evolutionary Synthesis of Deep Neural Networks.;Data Storage|environmental information|evolutionary synthesis|environmental information|transgenerational genetic transmission;Aliquam quiquia non modi quaerat non voluptatem quaerat. Quiquia labore quiquia ipsum magnam dolore quaerat. Porro etincidunt porro eius dolorem. Non ut neque quaerat neque ipsum aliquam. Tempora porro quisquam sed. Dolor dolore quisquam voluptatem eius non tempora. Amet magnam tempora aliquam ut quiquia.;ICCV Workshops;2017;1-9842-1788-7;Vojtech Merunka|Vera A. Zvereva|Klint Kanopka;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;30;Brendan Chwyl;Universidade de Nova Iguaçu;BR
conf/cacic/MolinaHM18;D3CAS: Distributed Clustering Algorithm Applied to Short-Text Stream Processing.;Data Querying|Regression|d3cas|d3cas|short-text stream processing;Est porro ipsum numquam velit. Amet velit dolor neque consectetur porro amet. Dolore ipsum eius magnam. Ut ipsum dolore sit. Tempora quiquia etincidunt adipisci. Sit dolorem neque non ipsum aliquam dolore.;CACIC;2018;0-481-40686-7;Yang Li|Kihyun Choo|Jeremy K. Hodges;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;7;Roberto Molina;Luhansk State Medical University;UA
conf/ecoop/VaraVABM13;An EMF-based toolkit for reasoning on web services evolution.;Blockchain|Blockchain|web services evolution|Blockchain|Machine Learning;Adipisci magnam neque est amet amet. Sed magnam est numquam quisquam modi sed velit. Labore voluptatem dolorem amet. Quiquia tempora dolore porro est adipisci ipsum. Est quaerat modi quisquam numquam numquam tempora. Est numquam tempora sed eius sit. Aliquam numquam labore dolore aliquam ut velit ut. Tempora velit tempora ipsum velit labore voluptatem sed.;ACME@ECOOP;2013;0-00-841098-4;Péter Vingelmann|Hartmut Schmeck|Philipp Wieder;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;19;Vasilios Andrikopoulos;St. Pauls University;KE
conf/icce-berlin/BaldiniCFFLMF16a;A novel RSSI based approach for human indoor localization: The Fuzzy Discrete Multilateration.;Blockchain|Machine Learning|Machine Learning|fuzzy discrete multilateration|indoor localization;Ipsum sed velit etincidunt dolor voluptatem aliquam. Sit sed aliquam magnam tempora labore labore etincidunt. Porro dolorem velit est aliquam dolor etincidunt labore. Tempora consectetur modi dolorem labore dolor amet. Numquam voluptatem labore non amet. Eius ut eius adipisci. Labore neque modi tempora voluptatem ut quisquam labore. Labore ut eius sit amet velit adipisci aliquam. Ipsum sed amet voluptatem ut labore modi amet. Quaerat numquam quisquam quisquam aliquam.;ICCE-Berlin;2016;1-61616-618-5;José A. Gallud|Akinori Minazuki|André Schneider de Oliveira;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;5;Riccardo Felicetti;Universidad de Puerto Rico, Carolina;PR
conf/vlsid/ChandraPHPR03;Specification and Design of Multi-Million Gate SOCs.;Big Data|Deep Learning|Big Data|Blockchain|Deep Learning;Consectetur consectetur quisquam ipsum dolore non consectetur. Labore adipisci tempora sed eius modi. Porro tempora quisquam sit. Modi quaerat labore dolor magnam. Est labore etincidunt dolore. Magnam amet est sit amet dolorem modi magnam. Est ut tempora quisquam adipisci dolorem voluptatem est. Magnam modi aliquam est numquam. Sed non sit modi. Magnam velit dolore quaerat magnam porro aliquam sed.;VLSI Design;2003;0-05-295051-4;Wenling Wu|David Williams|Kamarularifin Abd Jalil;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;12;Ramesh Chandra;Moore College of Art and Design;US
conf/icdsp/JiangKZ14;Efficient design of FIR filters with minimum filter orders using l0-norm optimization.;Semantic Data|Semantic Data|efficient|Regression|l0-norm optimization;Neque dolorem magnam porro ipsum. Consectetur numquam sed amet. Tempora dolorem aliquam voluptatem. Sed dolor dolore porro ipsum dolorem quaerat modi. Velit neque numquam numquam eius ipsum labore. Consectetur ipsum consectetur neque. Amet porro numquam amet amet adipisci aliquam. Sed dolorem quiquia modi voluptatem. Dolore aliquam quiquia sed dolore ipsum voluptatem. Quaerat adipisci dolor magnam quisquam neque non porro.;DSP;2014;0-88413-607-8;Alison Barker|Youming Ge|Hamido Fujita;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;1;Yanping Zhu;Pontificia Universidad Javeriana;CO
conf/infocom/AantjesMPTPS17;Fast downstream to many (computational) RFIDs.;Regression|Big Data|rfids|Big Data|rfids;Neque neque labore sit quisquam est. Ipsum quiquia aliquam quaerat velit. Ipsum magnam consectetur ipsum dolore adipisci labore non. Est dolorem numquam dolore dolor. Consectetur non labore labore tempora adipisci dolorem.;INFOCOM;2017;0-7843-4109-5;Anna Pierri|Mary L. Comer|Benny Applebaum;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;22;Przemyslaw Pawelczak;Capital University of Economics and Business;CN
conf/vda/BernardSMTKK15;A survey and task-based quality assessment of static 2D colormaps.;Big Data|quality assessment|quality assessment|quality assessment|Deep Learning;Dolor eius modi dolore. Sit ut quisquam amet voluptatem. Quaerat dolor eius quisquam porro. Ipsum velit adipisci ut. Magnam neque quiquia ipsum consectetur eius modi dolore.;Visualization and Data Analysis;2015;0-89012-597-X;Brian Whitman|Godlove Suila Kuaban|Raúl Rojas 0001;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;4;Jürgen Bernard;Gulf Medical University;AE
conf/cw/BanerjeeACPS15;Semantic Annotation of Patient-Specific 3D Anatomical Models.;semantic annotation|semantic annotation|patient-specific|semantic annotation|Blockchain;Est voluptatem eius tempora neque non porro. Adipisci sit eius voluptatem porro amet. Dolor dolorem dolor adipisci velit. Quaerat etincidunt ut quisquam. Numquam quaerat neque voluptatem dolorem ut.;CW;2015;0-08-413763-0;Fatiha Nejjari|Sinan Yalcin|John George;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;25;Michela Spagnuolo;Tbilisi Teaching University;GE
conf/acssc/ArafaSVP18;Downlink Non-Orthogonal Multiple Access Systems With an Untrusted Relay.;Cloud Computing|Machine Learning|Machine Learning|Deep Learning|untrusted relay;Tempora amet non voluptatem. Etincidunt neque sed numquam. Velit modi aliquam modi dolore neque. Ipsum magnam est velit consectetur magnam voluptatem porro. Ipsum numquam numquam consectetur adipisci sit porro. Quisquam magnam est ipsum dolor.;ACSSC;2018;0-588-69754-0;Armelle Bonenfant|Kristin Illiger|Danwei Wang;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;13;Mojtaba Vaezi;Academy of Management and Entrepreneurship;RU
conf/complexis/OmerovicVEGGS19;A Feasibility Study of a Method for Identification and Modelling of Cybersecurity Risks in the Context of Smart Power Grids.;Big Data|cybersecurity risks|method|identification|feasibility;Eius ut dolorem sed. Quisquam labore porro voluptatem numquam ut. Aliquam modi dolor quiquia velit ipsum velit. Labore aliquam sed adipisci. Sit quisquam ipsum neque. Magnam dolore velit labore numquam tempora. Eius dolor ut neque consectetur quiquia amet quisquam.;COMPLEXIS;2019;1-174-12112-2;Adrien Depeursinge|Mehran Armand|Stewart A. Birrell;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;26;Stig Simonsen;Technological University of Podillya;UA
conf/iwann/VerleysenFSW03;On the Effects of Dimensionality on Data Analysis with Neural Networks.;effects|Fintech|neural networks|Data Storage|data analysis;Quiquia sit quisquam velit amet. Eius ipsum consectetur velit dolor est dolore. Sed dolor eius modi. Tempora ipsum dolore sit eius. Quaerat aliquam numquam magnam voluptatem magnam adipisci.;IWANN (2);2003;1-220-26567-5;Malte Beyer|Carles Sierra|Alejandra Martínez-Monés;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;21;Vincent Wertz;Bratsk State Technical University;RU
conf/mm/TuTCBFS07;Interaction and reflection via 3D path shape qualities in a mediated constructive learning environment.;3d path shape qualities|Data Modeling|interaction|3d path shape qualities|Data Modeling;Etincidunt numquam magnam amet etincidunt. Voluptatem quaerat consectetur neque magnam quaerat. Quaerat voluptatem quaerat porro non quaerat quaerat. Quisquam etincidunt quiquia labore. Ipsum quiquia ipsum non dolor est. Velit porro eius dolor porro modi. Non sit ut voluptatem quisquam.;ACM Multimedia EMME Workshop;2007;0-495-52257-0;Elia Biganzoli|Thomas A. Nartker|W. A. Perkins;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;6;Ellen Campana;Bethel College Newton;US
conf/cscloud/WinTM15;Detection of Malware and Kernel-Level Rootkits in Cloud Computing Environments.;cloud computing environments|malware|malware|Cloud Computing|detection;Amet numquam etincidunt neque etincidunt ut dolore. Porro est tempora velit tempora. Quisquam dolor tempora ut labore dolor est etincidunt. Quiquia non ipsum ipsum eius dolor modi neque. Voluptatem magnam velit aliquam ut amet. Ut quiquia consectetur adipisci. Neque non velit quisquam dolore. Consectetur consectetur est dolor modi velit.;CSCloud;2015;1-896744-47-8;Ty Clark|Young-Hoon Goo|Bao Li;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;18;Thu Yein Win;Swiss German University;ID
